timestamp,mood,entry,ai_response,sentiment
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a peaceful afternoon!,Positive
,Positive,Today was a great day! I had fun with my friends.,I'm glad to hear that you had a great day with your friends!,Positive
,Positive,I feel proud of myself for completing my tasks.,That's great to hear! You should be proud of your accomplishments.,Positive
,Positive,I feel proud of myself for completing my tasks.,That's wonderful to hear! You should definitely be proud of yourself for completing your tasks.,Positive
,Negative,Why does everything feel so hard lately?,"I'm sorry to hear that things have been feeling difficult for you lately. It's okay to feel this way, and I'm here to support you through it.",Neutral
,Positive,Today was a great day! I had fun with my friends.,I'm glad to hear you had a great day with your friends!,Positive
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. Remember to take some time for yourself and prioritize self-care during this tough time. You are stronger than you think.,Neutral
,Negative,Why does everything feel so hard lately?,"I'm sorry to hear that everything feels hard for you lately. It's okay to feel this way, and I'm here to listen if you want to talk more about it.",Neutral
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your upcoming exams and deadlines. It's completely normal to feel this way, but remember that you are capable and have what it takes to handle these challenges.",Neutral
,Positive,Today was a great day! I had fun with my friends.,I'm glad to hear that you had a great day with your friends!,Positive
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a peaceful and enjoyable afternoon.,Positive
,Positive,I'm hopeful things will improve soon.,It's wonderful to hear that you're feeling hopeful for better days ahead.,Positive
,Neutral,Nothing special happened today. Just a regular day.,It's okay to have regular days sometimes. They are just as important for rest and routine.,Neutral
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful. Remember to stay positive during challenging times.,Positive
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your exams and deadlines. It's completely normal to feel that way, but remember to take small steps to prepare and take care of yourself during this time.",Neutral
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful. Hang in there!,Positive
,Neutral,I’m not sure how I feel today. Just going through the motions.,It's okay to have days like this. Remember to be kind to yourself and take things one step at a time.,Neutral
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's completely normal to feel this way at times.,Neutral
,Positive,I feel proud of myself for completing my tasks.,That's great to hear! It's important to acknowledge your accomplishments and feel proud of yourself.,Positive
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your exams and deadlines. It's completely normal to feel that way, but remember to take deep breaths and take one step at a time.",Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's okay to feel exhausted and overwhelmed sometimes. Take some time to rest and take care of yourself.,Neutral
,Positive,I feel proud of myself for completing my tasks.,That's wonderful to hear! It's always a great feeling to accomplish your tasks.,Positive
,Positive,I feel proud of myself for completing my tasks.,That's wonderful to hear! Keep up the great work.,Positive
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a wonderful and peaceful afternoon.,Positive
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful. Keep holding onto that positivity.,Positive
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful. It's important to hold on to that positivity during challenging times.,Positive
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful. Hang in there!,Positive
,Negative,I'm exhausted. I don’t know how much more I can take.,It sounds like you're really going through a tough time. It's okay to feel exhausted and overwhelmed. Remember to take care of yourself and reach out for support if you need it.,Neutral
,Negative,Why does everything feel so hard lately?,"I'm sorry to hear that everything feels challenging for you right now. It's okay to feel this way, and I'm here to listen if you want to talk more about it.",Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It sounds like you're going through a tough time.,Negative
,Neutral,I’m not sure how I feel today. Just going through the motions.,It's okay to have days like that. Remember to take care of yourself and give yourself some grace.,Neutral
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful! Hang in there.,Positive
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's completely normal to go through periods like this. Remember to take deep breaths and try to tackle one thing at a time.,Negative
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's okay to feel this way sometimes. Remember to take a deep breath and take things one step at a time.,Neutral
,Positive,I feel proud of myself for completing my tasks.,It's great to hear that you feel proud of yourself for completing your tasks!,Positive
,Neutral,I’m not sure how I feel today. Just going through the motions.,It's okay to have days like that. Remember to take care of yourself and reach out if you need support.,Neutral
,Positive,I had a relaxing afternoon reading and sipping tea.,That sounds like a lovely way to spend your afternoon!,Positive
,Neutral,Nothing special happened today. Just a regular day.,It's okay to have regular days sometimes. They can be comforting in their familiarity.,Neutral
